=== DELTARUNE GC crash log ===
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
